row ID,row m/z,row retention time,intensity_measure,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,Unnamed: 33
20515,624.2838462887253,6.07805,area,0.0,1360.176654052736,0.0,0.0,0.0,0.0,21276.598372070304,21871.57882476807,0.0,22059.56738250731,0.0,18487.418664627086,18555.417095123285,0.0,16585.272118606597,0.0,0.0,89924.91581274424,0.0,0.0,0.0,87088.22271844487,86625.59845458996,0.0,0.0,0.0,640.0224509277309,686.0005945587196,0.0,0.0,
20615,507.1705494817291,18.322666666666667,area,0.0,2208.1746423340164,6219.4152188873695,751.9799999999902,0.0,0.0,37346.893703308255,25530.05164916976,0.0,31353.6677807618,0.0,134269.7254461674,138707.71823547385,0.0,144148.7333642573,0.0,813.363307189918,46270.63999786373,0.0,0.0,0.0,42901.93471862809,39316.87697723386,27135.969262390136,0.0,0.0,15581.982458190929,0.0,26291.0622073363,0.0,
20802,349.25698075324806,14.615056666666662,area,17290.81341827397,7795.578885681165,12835.193224670433,12993.36703942874,12100.303138153044,15808.463761276273,21537.07363455204,20307.76788562012,35453.04120834356,22029.413067596444,42295.3762816467,31084.759935546725,60335.88972476198,35986.961873413,53627.7923200989,93649.1858087158,89292.11873992914,2613.4474202270426,97122.8999036864,3916.511704849239,1426.4855387573116,2202.472147582981,4346.16388746641,49833.31180297849,3363.6575177764403,59077.1807879334,48502.86698037725,42131.45331597906,30422.520410644487,39485.04482629383,
21546,373.5537027760485,39.60591111111111,area,3240.940148925644,5446.30103805543,4879.9709909057965,6237.753173065261,3393.581384582445,3201.611827697648,8432.946207886605,410798.7486309816,30080.91336151115,20098.91648376477,20623.415861816487,26550.076152343387,19230.513411865068,18092.770263671715,40406.664734497404,46346.559233397886,359385.2668750002,7343.819667205864,354226.20399017324,2368.725660248154,1900.603304443498,12145.32054229716,11409.34647888184,10034.053912048488,9449.509107360918,5954.2815023805615,21130.11852966302,11442.797185058564,10001.08625488239,193281.1238000488,
21709,351.9771974379702,39.60142222222222,area,26763.43195953384,12937.158299560191,12191.297673340094,8101.743904418892,17622.35683837889,10914.548488464734,18376.051010742583,328040.3023538206,463218.3053936772,20132.9050244134,497576.920684814,9036.697986145293,17058.351115417783,35957.88055663972,18694.551091919097,30293.204971312804,279546.74741271965,6890.649021301118,289304.92681335466,8259.307183227604,2251.7721688839074,3767.0618978879993,12550.977466735554,14059.788522033912,18686.62133850104,13929.734302368288,9946.422811584402,10559.289827270686,7303.481049805034,6756.708023071259,
21761,451.17922337384135,4.106400833333334,area,0.0,1311.0837437744103,0.0,3853.4008386688247,765.4329977416967,0.0,2730.601141677859,15560.12251013184,670.4012989501954,17394.260124633824,0.0,122363.98629815674,122055.72429229744,0.0,128703.66154339598,0.0,803.6130473022462,79927.34297531132,0.0,0.0,703.7833873901368,76896.40033477782,70941.79859161375,328948.3217736815,4802.800475456234,0.0,344359.2407920837,758.8310891418457,345624.64469842555,0.0,
22560,351.20877331435327,22.405235632183903,area,25159.66950653064,24219.73586425798,16278.089490966664,7117.036482544007,38895.65246643057,14083.815504150676,20163.53967712396,20687.80764404288,81227.57305419918,16677.858803406012,21629.359443359244,133984.82673095717,131384.64591430686,41855.69259887704,128281.26138671878,186941.646690674,185369.751127319,10762.039924621417,188187.8417111206,5296.196628112685,2908.0362258911323,1640.127896118117,0.0,109491.9867846682,5132.645486450139,166096.51580566395,103505.92042907716,137748.22530700674,103337.60291076632,167435.57481628453,
22673,369.1590830209993,14.525882222222224,area,67895.82271618649,81575.05444653341,81996.59277850339,48030.13305242921,33596.79445001223,99480.28827520758,103409.23853906244,43656.582535400215,69376.19625012194,38099.7958319091,84924.36076147464,67565.54082208232,81006.59660357682,93901.90126599126,66078.42148480241,90197.66578967268,109284.96188269032,67008.71432281495,102489.40703222668,39737.53536199944,42767.78132312015,89620.42916101079,69505.90753881846,66576.41663207987,39515.08735809317,26466.43582592766,132815.56782324193,62063.21702777126,76841.84979675311,19037.883821472205,
22829,351.9769676368548,0.411442222222222,area,2761.1860237426745,9879.286219451904,7096.203289123533,2141.0303630218496,4049.9217062988287,4590.409493453977,5009.485773651123,28331.71650717164,154307.79698065185,22156.06940557861,2269.7744073181148,17250.647074829103,6446.701832397461,140218.9998856201,2147.979225677489,5332.151875976562,5079.191679626464,4056.998390899658,8539.474764251705,3480.881937423705,9234.086748336793,5320.336328948975,8116.422654144288,4462.076797393799,6973.350224823,12219.005162597656,6487.370869659424,13914.204235076906,7431.796946990967,10394.201872116088,
23314,377.2296437939987,27.86888888888889,area,0.0,5917.341900024756,0.0,0.0,0.0,0.0,394997.129759523,376174.3478515617,1007996.8705981408,68591.67405761678,482690.0747290049,669987.2420068375,663831.6544592291,455227.97363159066,1916579.4451525868,610599.2267138652,667639.0257580535,24741.835715942667,625362.4390624958,130608.90472839327,0.0,104480.79462554936,92600.90189697308,0.0,140956.23871154754,0.0,0.0,0.0,0.0,0.0,
23649,373.5534097198511,39.9889,area,6463.686536712618,4308.575868225311,3459.820559692267,6714.952927703776,4901.8057449342505,4781.788680725171,32840.048854981134,12533.726324463676,32694.356533813607,423814.5827502438,23692.521821899863,346612.6870172126,24565.23060974099,10797.788963013028,16030.487738647356,11785.13735717804,18466.22484985341,8411.77398071277,13131.913385009868,4902.434968566896,6660.749921417474,7281.006820983868,2387.2582369995907,9018.750429076958,3586.239031829944,12113.58603790246,303736.29122528137,35579.830300292895,335309.78529937734,13633.935157470863,
24889,392.148183808822,20.716722222222224,area,0.0,0.0,0.0,0.0,0.0,0.0,213235.53822265644,138017.02000000063,0.0,210113.98726562705,0.0,2491927.670820316,2474545.5468554776,0.0,2624246.0201953105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316408.252773449,0.0,0.0,2176084.2611523485,0.0,2353714.467890609,0.0,
24890,568.2965704687724,38.11979166666666,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858184.3793969888,577443.0570736732,0.0,0.0,975063.9446545409,580741.7824133207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24891,320.1707857940035,38.12444444444444,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072074.4740765493,1108807.7993139678,0.0,0.0,0.0,1095734.6015484545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24893,891.3387715362254,11.80701458333333,area,0.0,5361.832226882958,5090.872841918927,5058.014454971357,0.0,0.0,11269.624770904564,10109.11556646732,0.0,9238.147958373987,0.0,512800.4964725339,530633.8546853014,0.0,558071.0722109363,0.0,0.0,9965.141650878895,0.0,0.0,0.0,12043.147383300788,11630.116461181658,994961.5367258334,0.0,698.6447226333596,1015970.909728698,0.0,1008318.2334718304,0.0,
24894,408.1362815214517,10.095401666666666,area,0.0,0.0,639.7150582122895,0.0,0.0,0.0,7690.237231933598,8694.997314620969,0.0,8048.65434837342,0.0,830929.8151231086,830901.2660964968,0.0,887864.9930315244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4411.813733444242,0.0,0.0,3718.482776252756,0.0,1562.3252134399668,0.0,
24896,573.2521063672883,38.11979166666666,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369219.3581512486,92321.88097595288,0.0,0.0,171106.79436675992,92403.12043578936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24897,325.1268504081441,38.12444444444444,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477272.73250610713,154557.2007769782,0.0,0.0,0.0,176233.04145141388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24898,465.1945111078658,4.463210344827587,area,2242.655493202212,4062.861175933843,5294.21118638612,5906.4780046768055,0.0,1137.3162306671045,22338.79931665044,23000.239467300413,807.6623317871095,24160.47890155028,624.1623193664565,512419.11970898457,511848.4024610593,644.1016402816808,532252.6624403083,27292.53064636232,10791.337534942606,215181.79737561013,18915.15676397708,3718.72649007416,5854.62521942138,202418.76921124267,194933.63380038465,168186.87049655142,4155.094680053719,43852.29598931877,191326.72725598136,35144.6720899048,176427.38099328597,79470.04188824454,
24899,425.37782873933975,38.12444444444444,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304921.0750427279,56234.8753970344,0.0,0.0,0.0,71528.59652618227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24901,421.1698556312398,15.372320289855072,area,1467.6978206634608,1124.5617499999903,1508.2460333404529,0.0,813.4335156555239,0.0,7594.612451339724,5048.605363525394,0.0,8638.431933929449,795.1858243560625,367555.8001931152,358039.0621945188,671.8468804550223,381657.1977486266,922.0465258178792,632.9039396667425,30347.530930541965,720.1043362121519,0.0,0.0,24127.31661938472,26326.10937237548,312378.7158319092,0.0,0.0,309693.45593106054,827.8391249999927,301342.97152859514,812.193843612654,
24902,869.3568397992109,11.804695555555554,area,0.0,2955.2900509033348,3650.346540466293,2859.465050674459,0.0,0.0,5930.44816886904,7935.105932281515,0.0,5595.225981872542,0.0,188001.1696417845,192432.41643164016,0.0,194058.80206860305,0.0,0.0,10241.754212646489,0.0,0.0,0.0,9839.35691250605,8852.874125396735,368673.7908768326,0.0,0.0,372612.93114117393,0.0,365757.6043597404,0.0,
24906,515.1736314962753,19.517888888888887,area,0.0,2608.0391236876885,1204.220115661629,939.6277294921751,0.0,0.0,12200.445805664183,13568.703777160645,0.0,13401.905423584216,0.0,292991.24436462467,298151.01433044526,0.0,320792.2491235345,0.0,0.0,28549.15353088372,0.0,0.0,0.0,20973.349639587588,26300.91255874622,35028.880870971894,0.0,0.0,40086.317074584695,0.0,42233.89998291004,0.0,
24913,408.1357699802558,7.552105555555555,area,0.0,0.0,0.0,0.0,0.0,0.0,4146.313675537107,3371.42327032471,0.0,5913.399745422379,0.0,177765.42494720453,189155.2749721681,0.0,202954.53208987444,0.0,0.0,2367.911349258422,0.0,0.0,0.0,4082.195915313722,2672.5338929138293,65650.10055133053,0.0,0.0,68183.66201315302,0.0,66182.03079754625,0.0,
24924,514.2873463833338,38.100375,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163938.03861083978,151495.766810609,47165.25482421896,0.0,40287.70393554663,78689.6038165283,47866.16789794854,0.0,38978.182109070505,12331.941566772766,0.0,111684.01811965986,42024.89479003881,0.0,0.0,154639.0668164801,91463.1143334965,0.0,0.0,0.0,
24933,378.1253956764834,10.274719791666667,area,0.0,1225.1261594848525,2175.7527010803205,1468.787731719973,0.0,0.0,6144.041930923468,6942.3616519775005,0.0,6475.609065673814,0.0,139885.976649048,146205.2968975831,0.0,156585.40977343748,0.0,0.0,18419.050771362323,668.4766765975975,0.0,0.0,16623.26104220578,18220.79539547726,26899.97468957518,0.0,0.0,35000.7727875671,0.0,32080.47168664561,0.0,
24939,465.195539181332,6.132617391304349,area,774.1797814178442,11036.033022766109,7584.542354263296,6624.628181121812,0.0,0.0,2006.3961566162109,2091.284960144043,0.0,3386.2950984649688,0.0,103955.22320635983,108138.90678826904,0.0,115636.19137136858,1340.4917795562628,630.2384765624925,6931.782355880729,734.3512322616552,0.0,0.0,1955.6643408050656,6401.438661422739,11353.809227691658,889.1176123809707,8429.712237670898,14063.7448742981,13154.267953186054,9965.935344055171,12475.55947702026,
24942,422.1528447411201,11.342025555555557,area,0.0,1956.199056633026,836.0612443542453,2277.2331865997226,0.0,0.0,6332.555504211438,6287.6865536193845,0.0,6841.810200866702,0.0,124156.76686074848,131813.1997629396,0.0,137019.0601392213,0.0,0.0,18386.44621878053,0.0,0.0,0.0,17372.118161071758,20020.269068374648,11304.754142608605,0.0,0.0,23779.367710418675,0.0,21380.16336621093,0.0,
24983,430.11616435126354,10.117904166666667,area,0.0,653.2263748169039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94147.89438409432,95187.28760998536,0.0,103488.90572882084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24986,540.2046003282852,13.047675,area,0.0,824.5527214050412,2270.039994842532,4518.722267990113,0.0,0.0,14243.160296722404,14385.954147216777,0.0,14335.501185073856,870.2126963501054,98114.99015789792,96050.77263775644,0.0,100815.30570520015,0.0,0.0,10484.40689854431,0.0,0.0,0.0,7937.4681860351875,11376.457278778078,134796.87572546373,0.0,0.0,145113.98497033678,0.0,137976.2538246153,0.0,
25014,507.2044657724413,6.7941488888888895,area,0.0,16416.32667797849,17310.062217529277,20179.86942102049,0.0,0.0,15340.75006947328,9629.288761718764,0.0,15369.829497390763,0.0,72097.61105865483,69585.98832202143,0.0,73695.77428686533,0.0,0.0,56469.05525225823,0.0,0.0,0.0,59062.62904183959,57412.12428849784,19459.26105352781,0.0,0.0,16579.870153045646,0.0,13075.89436383053,0.0,
25019,452.1623553095913,8.405666666666667,area,0.0,0.0,0.0,0.0,0.0,0.0,3022.2929234771746,2542.920130310047,0.0,2439.6510640258707,0.0,71530.20219708241,68110.45377062987,0.0,73378.82118832387,0.0,0.0,1527.0325639953408,0.0,0.0,0.0,4538.725021163927,2631.356834671029,32167.41865130612,0.0,0.0,34679.04123840321,0.0,35651.247335021864,0.0,
25022,634.2314845395233,18.003422222222223,area,0.0,3342.2918692017183,1670.6867089843531,7715.087336273225,0.0,0.0,14121.787067871046,17989.18201446543,0.0,10001.947660827547,0.0,253602.2810559083,246686.5119436646,0.0,257438.8570654297,0.0,0.0,81809.15110626222,0.0,0.0,0.0,87076.9600930786,79619.0006887818,163306.76806060786,0.0,0.0,158109.80680969238,0.0,157337.09654296888,0.0,
25030,552.2682379924722,5.707624074074074,area,0.0,4156.715337310804,3491.9289568634085,4655.984317382811,689.120213256836,782.9898426513689,0.0,0.0,0.0,806.7530941772461,0.0,45747.79514346305,50095.38668481447,0.0,7472.487919006322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25059,349.2549503898333,16.216532716049382,area,12741.633989715565,0.0,977.2669136810272,11328.97550985717,1079.8753932800378,5687.67435443127,4194.890528854386,6296.903275817867,6562.693682922361,3447.25303085324,15143.598359634423,16267.59550793464,99903.34454046648,5484.539745239297,117853.76830725092,168890.0668728637,164637.3605433957,1935.9354570923024,181059.5074572454,5060.98997622678,8782.557082870488,5837.43659162138,1577.533033905052,802.0696766357211,0.0,2873.871066284129,7761.061981994686,0.0,4943.263746276895,804.2897781372088,
25063,491.17476724014085,10.811570833333333,area,0.0,0.0,0.0,0.0,0.0,0.0,997.524232254014,1585.9241210022,0.0,0.0,0.0,59410.79695468133,57579.77734454348,624.9161779785102,57670.58254492204,0.0,0.0,3863.636415771487,0.0,0.0,0.0,5806.148629928576,1754.5401099853293,25127.845273925737,0.0,0.0,24280.96823110968,0.0,23680.879083709664,0.0,
25138,493.189847820233,10.17845520833333,area,0.0,0.0,890.0921273803888,690.2205392455994,0.0,0.0,10236.028060348524,10274.956900451634,0.0,11753.314727424631,625.375662574755,87092.706659729,87629.71886959838,0.0,87843.94169250493,0.0,872.2137715148956,8350.374546119674,0.0,0.0,0.0,6877.53902539067,5326.33678818512,89540.0833358155,0.0,0.0,89059.4200387878,0.0,96422.73387899782,0.0,
25261,347.2383905983826,13.10124506172839,area,17688.090543518094,11627.854664215038,4357.763841308581,6174.980721740678,5215.740663970943,8485.953840393027,0.0,2152.638440063496,9883.6924982604,4574.6688150023965,15972.804620147705,33608.406793640206,45982.60131802369,9382.699251342725,42578.00247583004,77081.62626513667,70466.03697735592,915.2174828338592,77342.17696099868,959.9082164916908,943.4936140746988,0.0,704.2015315551696,45107.51351080323,0.0,82289.29454916377,41606.371247497504,68754.5790266113,51647.96071038822,81542.64990924095,
25320,433.1801234772045,18.511466666666667,area,0.0,2012.513511962936,2923.029503173893,4663.3467575073855,0.0,0.0,29391.41172500611,23914.612296142743,0.0,22271.74694763176,981.4234375000063,8342.751003418192,24963.38967529282,0.0,37154.657592163225,1411.32734313963,1514.7371826171843,15256.28325927728,0.0,1484.518750000033,0.0,16810.43692688005,20525.24985748273,334473.52385009924,0.0,0.0,349746.95960754424,2451.597531890852,346826.2029650862,0.0,
25324,407.1552006250558,14.704920512820513,area,0.0,0.0,0.0,0.0,0.0,0.0,3834.3561815795583,4650.95670626831,0.0,10325.626800949123,0.0,33075.32411239628,34561.70977844243,862.283891342166,34302.859524231,0.0,0.0,3472.9724111938663,0.0,0.0,0.0,6767.861649108874,6159.858739746084,250048.0079688721,0.0,0.0,245586.94536715708,0.0,250407.29537481707,0.0,
25337,435.2339599785954,10.237041666666668,area,15077.95593686679,6206.590698852542,9303.54531348416,7153.009682159434,3498.10483380132,8057.238913940411,1803.6041917724576,1869.7818329925385,4473.241481735256,623.8168631744364,2724.157172851565,61813.69550701907,59914.5675650635,2462.82979849241,12077.485075805547,32029.335644439787,18973.903306183,2791.090631896984,22843.19583859254,19877.327344314555,24114.17829678341,4706.490589691177,10870.543246978756,62701.3472667236,24572.398166366555,14374.451001266529,64882.92723306267,18915.49511990357,17937.664594238566,18719.84656423948,
25396,417.2215501914415,20.70485555555556,area,4725.919735107527,10766.676735534616,8305.625114441013,17914.17902740473,19379.89433349605,9745.04773315425,6877.469079895,8272.01132934564,7939.322312011896,2525.932912292652,14948.312379913275,66354.77349914542,59471.80492767332,17452.80420364389,55773.91880310056,14722.691453552336,6315.622556152484,9408.937688598502,7773.723312988199,7799.443058013885,17920.82937927233,9340.191699218867,9739.682400512733,190981.642479249,21258.18363769531,74687.1875659178,1098803.3697814937,653204.5723587029,1246409.4103613268,519391.7750573735,
25686,347.238902315257,14.38215144927536,area,1777.110642242426,2080.697757171642,1046.0027771759185,1141.6376915893456,1243.2759587402234,1604.9939874877682,850.703231277463,0.0,1205.481389724741,0.0,868.5835119018575,16821.3185378419,25410.30688629145,717.8805359802184,26200.98410028064,43186.72037243654,50563.8392237549,0.0,51581.7357763062,0.0,0.0,1061.3710569763336,0.0,2442.1577156372086,0.0,4051.065408843973,1007.9672362365734,1795.4785817870938,1879.9933280029395,2807.1881702270257,
25716,313.23397711065144,17.46941975308642,area,4775.812683105464,2541.9672155762046,1938.6279350280704,2112.5415517425145,5736.454363098129,10255.739221191354,927.3287499999878,925.6608009338764,9684.97310577396,1776.2968499755966,9615.443653564436,24522.75515197737,28754.68121826172,7721.690536499059,20167.45788879416,64747.32633605992,91069.02081512484,0.0,71008.53454711931,971.6262519836832,1367.8754035949796,0.0,0.0,1496.9216894531055,934.0787744140504,19365.77898773186,1881.736857910198,17424.61747009276,3052.413214111326,17899.095484161237,
26099,515.1530765937558,6.025113333333333,area,0.0,2460.287778129581,2764.1354944153,3547.5509674530103,0.0,0.0,1847.3216797790487,2880.8374257202213,0.0,2304.56243429565,0.0,23035.513973937977,17319.193096099836,0.0,20615.352732238804,0.0,0.0,19698.648431335507,0.0,0.0,0.0,18083.74599114993,15672.682142150898,99144.34335073845,0.0,0.0,100428.64242773436,0.0,101131.54079428104,0.0,
26493,351.97701140085275,40.80681111111112,area,4644.377795104888,18648.094303283626,11769.214363403078,10840.50096191434,22956.4904437256,14700.467794189324,13532.313287963763,16792.153755492473,34636.28828613279,5950.881353149274,54810.00350219636,17820.46861022944,15656.398911437764,428859.3509158331,17820.650841979692,2323.8184225458726,15991.092093506104,3683.697734070163,27555.76541656501,8053.891422576905,9151.233604888892,12438.264382019195,10621.910951538232,12416.426896667715,4670.204750976367,15643.22652587908,3238.168702239897,14813.934377136236,6343.641849364703,18242.79386413584,
26821,514.287568350814,12.32252111111111,area,148216.39592871102,59096.07270129397,310520.9473140871,63753.14822534136,125636.50274731428,153145.58796166987,175143.80393066397,64349.78092651368,121622.10917907707,151125.65555273407,148945.69013977086,194104.44125964385,335299.2605213621,18535.42298193376,29242.809595703315,229456.60535437032,71274.92095532245,56524.79604394531,75069.31019812012,104675.5794404296,101491.4047165526,1147052.2887425537,144512.171001831,462107.0772279053,890289.5560863041,88150.15814099125,17821.34027587893,356065.9615189205,212357.59566931185,81668.06736047388,
26841,514.2873716242186,15.454430555555554,area,91683.91683068837,151232.76627905288,153487.42531005858,68732.68684436042,49935.39603515629,140498.10546948217,314807.15263549786,164351.534150757,286711.65956005827,34849.1773930665,187947.4240163571,496122.7022030028,369546.621649902,41861.3781533203,9090.312328125005,74989.88158837867,75517.41723327684,240071.4974832761,309854.7777929685,75878.29685803215,183271.63555932613,226583.8539440915,62740.26097387676,51636.46984863268,336300.7071213379,169939.603558472,18172.477166748,61845.83604125987,238564.88045190423,256801.66883386247,
26844,514.2873766831609,11.675323888888888,area,293345.698267456,199191.3059383545,61872.298109985466,204948.40461108365,262097.3050174561,152042.40062060536,320364.8250051271,38799.25805810581,76432.05661743159,94315.09525585968,209537.97599499504,85261.08775549321,78922.70663110397,113744.79174218718,19470.76001806672,155462.57336340318,221031.7932169189,129176.57471252412,215504.06970043943,9330.499885986126,132876.46781237802,147952.08200500484,45052.30064379861,74734.13567565918,143483.2456420896,62191.62898498545,27817.018843994323,120276.88530102526,95389.29963720668,218283.23349047857,
26854,514.2874043845129,11.440798333333332,area,364677.827876587,274003.91398083506,142666.77582702626,45604.95454052713,335681.5655034184,224749.1714388425,64946.5138951416,112921.32324450696,156385.86772045892,166499.30351013184,66509.11457092309,166115.6635279542,132968.35554504383,189100.16240026863,35510.76303356938,230428.78917602543,285269.0404418948,205587.2724667969,285595.0761157228,68455.24708142073,111571.99206811508,192360.53791369635,153719.99068542462,147759.08793444795,96687.51369641109,135607.19177636728,8599.493505859513,61579.9398898928,60168.66464782717,293286.6959302977,
26859,514.2874618374559,14.762826666666673,area,181865.15525915512,43631.13005212386,59690.94932385294,69841.5036243896,147909.55890649406,239996.8986129149,417740.0222650145,120374.52934838856,387883.6573612056,133389.24637487793,70960.17391125514,87047.1565919188,467875.2607344968,43801.68722583028,45002.67351892081,45094.241738037,169089.9125764162,335109.0276231687,88180.29436718787,16746.22610900869,245061.20544311524,66162.11717944323,168468.59666857918,60624.76807543942,102506.36815417488,273809.15802722203,42269.49862475583,85632.93563159167,329135.7173533935,350580.82204956084,
26860,514.2874434051394,14.205356666666669,area,288445.32746752934,84518.65017102065,93329.54810253886,157732.49696142596,235538.55304431164,83553.74746191413,64595.71693090821,82155.41539331069,98523.1492481691,114505.23754125986,170369.88575097662,185676.93679357867,106618.4583021241,85820.29857495107,27461.374534423776,74447.0946870118,265900.6338583984,51733.21791186497,183319.91393969752,87749.92378295913,381679.2636126712,161195.65118334966,60424.85921862767,154331.31398596187,18395.440784179853,75474.2424788815,7678.796126709107,33741.66020312494,423231.39824426256,444694.52509216336,
26866,514.2875009449881,16.205001111111116,area,67195.34665551723,59898.17316357396,115874.10215466324,56617.24937390128,100336.52819531268,204736.1209305421,149947.17034826666,185513.42671484355,117157.02919702104,24972.74533398452,18374.735362304546,342370.3915615233,208203.3514023432,56901.16761657714,36299.67448681612,60137.46478222687,74351.7603427733,91205.77151647928,146685.31584228514,76031.49871325691,283144.4453073729,75794.76963439939,59411.09079602075,55232.832364502,183716.78842309577,84713.90400585948,7552.393377441243,146563.40300964372,82726.32120666471,101658.69643737818,
26887,514.2874881942068,15.283165555555554,area,132723.0897103269,176457.14325305188,215035.69562573227,101197.46997998036,81292.05358886733,172235.38215039036,352298.359043823,60026.10158703585,322810.923276489,68591.96518334949,222105.96061206027,33578.44539904816,404388.8500887447,26868.04063525404,18192.82745227044,57271.40572668452,108079.2803054202,274702.5438709714,347613.6391280521,49743.39461230479,218529.4974196781,267313.3075833738,97355.16065905764,98089.7685212402,368977.3439609377,203442.452074463,35079.10819250471,59729.11156359831,271989.74205017096,290289.5775200197,
26890,514.2872598658972,10.268954444444445,area,58270.520515625096,71199.7087015381,123185.35924487303,61893.23846118145,48687.2692155763,232588.158526245,72607.06986022933,119685.14348022442,50900.33581042485,354254.1067828371,233174.58147912603,101117.59942626931,66463.76674609401,153587.57575073242,9060.255912841942,85142.48904003901,190325.08484033207,63675.708787231306,471013.5957489011,40785.29117810074,81024.1105435789,198348.8860963132,98317.3192506104,129509.57017114256,204194.68083947743,130958.7218538816,8592.578225952218,71269.07604626444,159755.10587902824,86199.99560278338,
26894,514.2875662187522,14.398446111111111,area,243999.031510254,50434.138096801566,111021.90212548828,132502.63104125997,200465.6476617432,50119.96062878433,472536.9583203125,50060.07841894538,439701.5262082514,77606.16276586914,126358.88007775924,138787.2172730714,89166.67796545371,103653.9780479735,35640.7587800294,94720.68194555644,231280.4311959231,380099.0405673827,148598.03312097202,164646.8499864504,338396.6933551026,117216.48260107418,8329.37126855482,112802.67979394532,153868.65577136242,326282.7702960208,8781.487110839984,143872.10322338884,390053.7749555664,409342.4216801761,
26896,514.287248765771,11.824575,area,263870.86167248525,170668.53264074714,72929.27360009773,176980.8676301266,234022.49077917504,122652.9742478026,282767.7913934327,168308.56278552226,225625.98644897467,66223.59108105474,178953.8935242919,58531.67335021983,39565.20652246118,85843.09590454066,38673.55609216311,116724.86539929164,193296.0601895752,100954.9059168698,187303.24057055684,18653.8758790282,132876.46781237802,120423.3955914305,116020.8418092041,46325.25873657235,115867.83199145483,196084.0825020751,96608.62475500505,91176.62365234362,65754.9737406002,191885.854326172,
26899,514.287600141098,13.582593333333334,area,27265.75731005816,107602.35409826665,88075.26390051283,275718.11993627937,78269.8474648439,87328.29035595752,134644.4274736332,139525.8320429688,62907.2282292484,222554.44128759785,270088.4061057132,79953.18235314949,113325.6241016847,53000.40951477045,16979.216560913294,180142.1546495363,376589.8189859619,156585.32053173837,70973.90389599634,24946.09991479488,119089.86523498553,61282.747209350535,115573.4931165771,254547.45329931617,121832.558777832,42900.461481323415,26060.76518017553,142909.75111437964,101342.94848266568,545651.9167191165,
26906,514.287374628779,12.852740000000002,area,66103.7789417724,107381.97195935049,218178.82141564976,174599.7712957761,70659.69225659198,72875.20551977526,80389.59099987749,90380.3974919435,73065.02714111339,54504.39348437508,58643.88808447303,91623.96941003443,238964.4604343261,186528.71531164533,8939.890892334128,136273.71567919943,514765.1562745364,62295.0709188234,97957.96465039068,130239.37883947752,256353.9241297604,194085.9729536133,35970.49310949683,384975.08086914086,422750.6584144287,66150.11084179701,69813.34567431643,270896.93680554186,130909.30892187502,74842.74032922352,
